subDistrictCode,subDistrictName,districtCode,stateCode
1543,Kaler,240,10
1544,Karpi,240,10
1545,Sonbhadra Banshi Suryapur,240,10
1546,Kurtha,240,10
1547,Chungthang,241,11
1548,Mangan,241,11
1549,Gyalshing,242,11
1550,Soreng,242,11
1551,Namchi,243,11
1552,Ravong,243,11
1553,Gangtok,244,11
1554,Pakyong,244,11
1555,Rongli,244,11
1556,Zemithang,245,12
1557,LUMLA ,245,12
1558,DUDUNGHAR ,245,12
1559,TAWANG CIRCLE ,245,12
1560,KITPI CIRCLE ,245,12
1561,Jang,245,12
1562,Lhou ,245,12
1563,MUKTO CIRCLE,245,12
1564,Bongkhar ,245,12
1565,Thingbu,245,12
1566,Dirang ,246,12
1567,Thembang ,246,12
1568,Nafra ,246,12
1569,Bomdila,246,12
1570,Kalaktang ,246,12
1571,Shergaon ,246,12
1572,Rupa ,246,12
1573,Singchung ,246,12
1574,Jamiri ,246,12
1575,Thrizino ,246,12
1576,Bhalukpong,246,12
1577,Kamengbari-Doimara,246,12
1578,Balemu ,246,12
1579,Seijosa ,247,12
1580,Dissing-Passo ,247,12
1581,Pakke-Kessang ,247,12
1582,Pizirang(Veo),247,12
1583,Richukrong,247,12
1584,Seppa ,247,12
1585,Lada ,247,12
1586,Bameng ,247,12
1587,Pipu-Dipu ,247,12
1588,Gyawe Purang ,247,12
1589,Khenewa ,247,12
1590,Chayangtajo ,247,12
1591,Sawa ,247,12
1592,Balijan,248,12
1593,Banderdawa ,248,12
1594,Sangdupota (Besar Nello),248,12
1595,Taraso ,248,12
1596,Itanagar ,248,12
1597,Naharlagun ,248,12
1598,Doimukh ,248,12
1599,Gumto ,248,12
1600,Toru,248,12
1601,Sagalee,248,12
1602,Parang ,248,12
1603,Leporiang,248,12
1604,Mengio,248,12
1605,Kimin ,248,12
1606,Kakoi,248,12
1607,Taksing,249,12
1608,Limeking ,249,12
1609,Nacho ,249,12
1610,Siyum ,249,12
1611,Taliha ,249,12
1612,Payeng ,249,12
1613,Giba,249,12
1614,Chetam (Peer Yapu),249,12
1615,Daporijo ,249,12
1616,Puchi Geko ,249,12
1617,Dumporijo ,249,12
1618,Gussar ,249,12
1619,Gite-Ripa ,249,12
1620,Baririjo ,249,12
1621,Maro ,249,12
1622,Mechuka,250,12
1623,Monigong ,250,12
1624,Pidi,250,12
1625,Payum ,250,12
1626,Tato ,250,12
1627,Kaying ,250,12
1628,Darak ,250,12
1629,Kamba,250,12
1630,Rumgong,250,12
1631,Jomlo Mobuk ,250,12
1632,Liromoba ,250,12
1633,Yomcha,250,12
1634,Aalo ,250,12
1635,Tirbin,250,12
1636,Basar ,250,12
1637,Daring ,250,12
1638,Gensi ,250,12
1639,Sibe ,250,12
1640,Likabali ,250,12
1641,Kangku ,250,12
1642,Bagra ,250,12
1643,Boleng ,251,12
1644,Riga,251,12
1645,Pangin,251,12
1646,Kebang ,251,12
1647,Rebo-Perging ,251,12
1648,Koyu ,251,12
1649,Kora ,251,12
1650,Nari ,251,12
1651,New Seren ,251,12
1652,Bilat ,251,12
1653,Ruksin ,251,12
1654,Sille-Oyan,251,12
1655,Pasighat ,251,12
1656,Mebo ,251,12
1657,Namsing ,251,12
1658,Tuting,252,12
1659,Migging,252,12
1660,Palling,252,12
1661,Gelling,252,12
1662,Singa,252,12
1663,Yingkiong,252,12
1664,Jengging,252,12
1665,Geku,252,12
1666,Mariyang,252,12
1667,Mopom ( Adipasi ),252,12
1668,Katan ,252,12
1669,Khimiyong,253,12
1670,Yatdam,253,12
1671,Changlang,253,12
1672,Namtok,253,12
1673,Manmao,253,12
1674,Renuk,253,12
1675,Lyngok-Longtoi,253,12
1676,Nampong,253,12
1677,Tikhak Rima Putok,253,12
1678,Jairampur,253,12
1679,Vijoynagar,253,12
1680,Miao,253,12
1681,Kharsang,253,12
1682,Diyun,253,12
1683,Bordumsa,253,12
1684,Namsang,254,12
1685,Soha,254,12
1686,Khonsa,254,12
1687,Dadam,254,12
1688,Kanubari,254,12
1689,Lawnu,254,12
1690,Longding,254,12
1691,Pumao,254,12
1692,Pangchao,254,12
1693,Wakka,254,12
1694,Laju,254,12
1695,Ziro (Sadar) ,255,12
1696,Old Ziro ,255,12
1697,Yachuli,255,12
1698,Yazali ,255,12
1699,Pistana ,255,12
1700,Kamporijo ,255,12
1701,Dollungmukh ,255,12
1702,Raga ,255,12
1703,Palin ,256,12
1704,Yangte,256,12
1705,Sangram ,256,12
1706,Nyapin ,256,12
1707,Phassang ,256,12
1708,Koloriang ,256,12
1709,Chambang,256,12
1710,Gangte ,256,12
1711,Tarak-Lengdi,256,12
1712,Sarli,256,12
1713,Parsi-Parlo,256,12
1714,Damin,256,12
1715,Longding Koling (Pipsorang) ,256,12
1716,Tali ,256,12
1717,Mipi,257,12
1718,Anini ,257,12
1719,Etalin,257,12
1720,Anelih,257,12
1721,Kronli (Arzoo circle),257,12
1722,Hunli,258,12
1723,Desali,258,12
1724,Roing,258,12
1725,Dambuk,258,12
1726,Tinali ( Paglam ),258,12
1727,Koronu,258,12
1728,Sunpura,259,12
1729,Tezu,259,12
1730,Wakro,259,12
1731,Chongkham,259,12
1732,Namsai,259,12
1733,Lathao,259,12
1734,Piyong,259,12
1735,Lekang (Mahadevpur),259,12
1736,Hayuliang,260,12
1737,Manchal,260,12
1738,Goiliang,260,12
1739,Chaglagam,260,12
1740,Metengliang,260,12
1741,Kibithoo,260,12
1742,Walong,260,12
1743,Hawai,260,12
1744,Naginimora,261,13
1745,Tizit,261,13
1746,Hunta,261,13
1747,Shangnyu,261,13
1748,Mon Sadar,261,13
1749,Wakching,261,13
1750,Aboi,261,13
1751,Longshen,261,13
1752,Phomching,261,13
1753,Chen,261,13
1754,Angjangyang,261,13
1755,Mopong,261,13
1756,Tobu,261,13
1757,Monyakshu,261,13
1758,Longchem,262,13
1759,Alongkima,262,13
1760,Tuli,262,13
1761,Changtongya,262,13
1762,Chuchuyimlang,262,13
1763,Kubolong,262,13
1764,Mangkolemba,262,13
1765,Merangmen,262,13
1766,Ongpangkong,262,13
1767,V.K.,263,13
1768,Akuluto,263,13
1769,Suruhuto,263,13
1770,Asuto,263,13
1771,Aghunato,263,13
1772,Zunheboto Sadar,263,13
1773,Atoizu,263,13
1774,Akuhaito,263,13
1775,Pughoboto,263,13
1776,Ghathashi,263,13
1777,Satakha,263,13
1778,Saptiqa,263,13
1779,Satoi,263,13
1780,Changpang,264,13
1781,Aitepyong,264,13
1782,Bhandari,264,13
1783,Baghty,264,13
1784,Sungro,264,13
1785,Sanis,264,13
1786,Lotsu,264,13
1787,Ralan,264,13
1788,Wozhuro,264,13
1789,Wokha Sadar,264,13
1790,Englan,264,13
1791,Chukitong,264,13
1792,Niuland,265,13
1793,Aquqhnaqua,265,13
1794,Kuhoboto,265,13
1795,Nihokhu,265,13
1796,Dimapur Sadar,265,13
1797,Chumukedima,265,13
1798,Dhansiripar,265,13
1799,Medziphema,265,13
1800,Sekruzu,266,13
1801,Phek Sadar,266,13
1802,Khuza,266,13
1803,Meluri,266,13
1804,Phor,266,13
1805,Phokhungri,266,13
1806,Chozuba,266,13
1807,Chetheba,266,13
1808,Sakraba,266,13
1809,Pfutsero,266,13
1810,Zuketsa,266,13
1811,Khezhakeno,266,13
1812,Chizami,266,13
1813,Razieba,266,13
1814,Noksen,267,13
1815,Chare,267,13
1816,Longkhim,267,13
1817,Tuensang Sadar,267,13
1818,Ngoungchung,267,13
1819,Sangsangnyu,267,13
1820,Sotokur,267,13
1821,Noklak,267,13
1822,Chingmei,267,13
1823,Nokhu,267,13
1824,Panso,267,13
1825,Shamator,267,13
1826,Tsurungto,267,13
1827,Chessore,267,13
1828,Mangko,267,13
1829,Thonoknyu,267,13
1830,Tamlu,268,13
1831,Namsang,268,13
1832,Yongnyah,268,13
1833,Longleng,268,13
1834,Sakshi,268,13
1835,Seyochung,269,13
1836,Amahator,269,13
1837,Kiphire Sadar,269,13
1838,Kiusam,269,13
1839,Sitimi,269,13
1840,Longmatra,269,13
1841,Pungro,269,13
1842,Khongsa,269,13
1843,Tseminyu,270,13
1844,Tsogin,270,13
1845,Chiephobozou,270,13
1846,Botsa,270,13
1847,Kezocha,270,13
1848,Jakhama,270,13
1849,Kohima Sadar,270,13
1850,Sechu-Zubza,270,13
1851,Pedi (Ngwalwa),271,13
1852,Jalukie,271,13
1853,Athibung,271,13
1854,Kebai Khelma,271,13
1855,Nsong,271,13
1856,Tening,271,13
1857,Peren,271,13
1858,Mao-Maram,272,14
1859,Paomata,272,14
1860,Purul ,272,14
1861,Sadar Hills West,272,14
1862,Saitu-Gamphazol ,272,14
1863,Sadar Hills East,272,14
1864,Tamenglong West,273,14
1865,Tamenglong North ,273,14
1866,Tamenglong ,273,14
1867,Nungba,273,14
1868,Tipaimukh ,274,14
1869,Thanlon ,274,14
1870,Churachandpur North,274,14
1871,Churachandpur,274,14
1872,Singngat,274,14
1873,Nambol  ,275,14
1874,Bishnupur,275,14
1875,Moirang,275,14
1876,Lilong,276,14
1877,Thoubal ,276,14
1878,Kakching,276,14
1879,Lamshang,277,14
1880,Patsoi ,277,14
1881,Lamphelpat,277,14
1882,Wangoi,277,14
1883,Jiribam ,278,14
1884,Sawombung ,278,14
1885,Porompat,278,14
1886,Keirao Bitra,278,14
1887,Ukhrul North ,279,14
1888,Ukhurl Central,279,14
1889,Kamjong-Chassad,279,14
1890,Phungyar-Phaisat,279,14
1891,Ukhrul South,279,14
1892,Machi,280,14
1893,Tengnoupal ,280,14
1894,Chandel ,280,14
1895,Chakpikarong ,280,14
1896,Zawlnuam,281,15
1897,West Phaileng,281,15
1898,Reiek,281,15
1899, 'N' Thingdawl,282,15
1900,Bilkhawthlir,282,15
1901,Tlangnuam (Part),0,15
1902,Darlawn,283,15
1903,Phullen,283,15
1904,Aibawk,283,15
1905,Thingsulthliah (Part),0,15
1906,Ngopa,284,15
1907,Khawzawl,284,15
1908,Champhai,284,15
1909,Khawbung,284,15
1911,East Lungdar (Part),0,15
1910,Serchhip,285,15
1912,West Bunghmun,286,15
1913,Lungsen,286,15
1914,Lunglei,286,15
1915,Hnahthial,286,15
1916,Chawngte,287,15
1917,Lawngtlai,287,15
1918,S' Bungtlang ,287,15
1919,Sangau,287,15
1920,Tuipang,288,15
1921,Saiha,288,15
1922,Mohanpur,289,16
1923,Hezamara,289,16
1924,Padmabil,289,16
1925,Khowai,289,16
1926,Tulashikhar,289,16
1927,Kalyanpur,289,16
1928,Teliamura,289,16
1929,Mungiakumi ,289,16
1930,Mandai,289,16
1931,Jirania,289,16
1932,Dukli,289,16
1933,Jampuijala,289,16
1934,Bishalgarh,289,16
1935,Boxanagar,289,16
1936,Melaghar,289,16
1937,Kathalia,289,16
1938,Killa,290,16
1939,Amarpur,290,16
1940,Ompi,290,16
1941,Matarbari,290,16
1942,Kakraban,290,16
1943,Rajnagar,290,16
1944,Hrishyamukh,290,16
1945,Bokafa ,290,16
1946,Karbuk,290,16
1947,Rupaichhari,290,16
1948,Satchand,290,16
1949,Salema,291,16
1950,Manu,291,16
1951,Ambassa,291,16
1952,Chhamanu,291,16
1953,Dumburnagar,291,16
1954,Gournagar,292,16
1955,Kadamtala,292,16
1956,Panisagar,292,16
1957,Damchhara,292,16
1958,Pencharthal,292,16
1959,Kumarghat,292,16
1960,Dasda,292,16
1961,Jampuii hills,292,16
1962,Selsella,293,17
1963,Dadenggiri ,293,17
1964,Tikrikilla ,293,17
1965,Rongram,293,17
1966,Betasing ,293,17
1967,Zikzak ,293,17
1968,Gambegre ,293,17
1969,Dalu ,293,17
1970,Resubelpara ,294,17
1971,Dambo Rongjeng ,294,17
1972,Kharkutta,294,17
1973,Songsak ,294,17
1974,Samanda ,294,17
1975,Chokpot ,295,17
1976,Gasuapara ,295,17
1977,Baghmara ,295,17
1978,Rongara ,295,17
1979,Mawshynrut,296,17
1980,Nongstoin,296,17
1981,Mawthadraishan,296,17
1982,Mairang,296,17
1983,Ranikor,296,17
1984,Mawkyrwat,296,17
1985,Umling ,297,17
1986,Jirang ,297,17
1987,Umsning ,297,17
1988,Mawphlang,298,17
1989,Mylliem,298,17
1990,Mawryngkneng,298,17
1991,Mawkynrew,298,17
1992,Khatarshnong Laitkroh,298,17
1993,Mawsynram,298,17
1994,Shella Bholaganj,298,17
1995,Pynursla,298,17
1996,Thadlaskein,299,17
1997,Laskein,299,17
1998,Amlarem,299,17
1999,Khliehriat,299,17
2000,Saipung,299,17
2001,Gossaigaon (Pt),0,18
2002,Bhowraguri,300,18
2003,Dotoma,300,18
2004,Kokrajhar (Pt),0,18
2007,Golokganj (Pt),0,18
2008,Dhubri (Pt),0,18
2005,Bagribari (Pt),0,18
2009,Bilasipara (Pt),0,18
2010,Chapar (Pt),0,18
2006,Agamoni,301,18
2011,South Salmara,301,18
2012,Mankachar,301,18
2013,Lakhipur,302,18
2014,Balijana,302,18
2015,Matia,302,18
2016,Dudhnai,302,18
2017,Rangjuli,302,18
2018,Barnagar (Pt),0,18
2019,Kalgachia,303,18
2020,Baghbor,303,18
2021,Chenga,303,18
2022,Barpeta,303,18
2023,Sarthebari,303,18
2024,Bajali (Pt),0,18
2025,Sarupeta (Pt),0,18
2140,Jalah (Pt),0,18
2026,Mayong,304,18
2027,Bhuragaon,304,18
2028,Laharighat,304,18
2029,Marigaon,304,18
2030,Mikirbheta,304,18
2031,Kaliabor,305,18
2032,Samaguri,305,18
2033,Rupahi,305,18
2034,Dhing,305,18
2035,Nagaon,305,18
2036,Raha,305,18
2037,Kampur,305,18
2038,Hojai,305,18
2039,Doboka,305,18
2040,Lanka,305,18
2041,Dhekiajuli (Pt),0,18
2042,Chariduar,306,18
2043,Tezpur,306,18
2044,Na-Duar,306,18
2045,Biswanath,306,18
2046,Helem,306,18
2047,Gohpur,306,18
2048,Narayanpur,307,18
2049,Bihpuria,307,18
2050,Naobaicha,307,18
2051,Kadam,307,18
2052,North Lakhimpur,307,18
2053,Dhakuakhana (Pt-I),0,18
2054,Subansiri (Pt-I),0,18
2055,Dhemaji,308,18
2056,Sissibargaon,308,18
2057,Jonai,308,18
2058,Gogamukh,308,18
2059,Sadiya,309,18
2060,Doom Dooma,309,18
2061,Tinsukia,309,18
2062,Margherita,309,18
2063,Dibrugarh West,310,18
2064,Dibrugarh East,310,18
2065,Chabua,310,18
2066,Tengakhat,310,18
2067,Moran,310,18
2068,Tingkhong,310,18
2069,Naharkatiya,310,18
2070,Dimow,311,18
2071,Sibsagar,311,18
2072,Amguri,311,18
2073,Nazira,311,18
2074,Sonari,311,18
2075,Mahmora,311,18
2076,Majuli,312,18
2077,Jorhat West,312,18
2078,Jorhat East,312,18
2079,Teok,312,18
2080,Titabor,312,18
2081,Mariani,312,18
2082,Bokakhat,313,18
2083,Khumtai,313,18
2084,Dergaon,313,18
2085,Golaghat,313,18
2086,Morangi,313,18
2087,Sarupathar,313,18
2088,Donka,314,18
2089,Diphu,314,18
2090,Phuloni,314,18
2091,Silonijan,314,18
2092,Umrangso,315,18
2093,Haflong,315,18
2094,Mahur,315,18
2095,Maibong,315,18
2096,Katigora,316,18
2097,Silchar,316,18
2098,Udarbond,316,18
2099,Sonai,316,18
2100,Lakhipur,316,18
2101,Karimganj,317,18
2102,Badarpur,317,18
2103,Nilambazar,317,18
2104,Patharkandi,317,18
2105,Ramkrishna Nagar,317,18
2106,Algapur,318,18
2107,Hailakandi,318,18
2108,Lala,318,18
2109,Katlichara,318,18
2110,Bongaigaon (Pt),0,18
2111,Boitamari,319,18
2112,Srijangram,319,18
2115,Bijni (Pt),0,18
2114,Sidli (Pt),0,18
2113,Bengtol,320,18
2141,Goreswar (Pt),0,18
2116,Rangia (Pt),0,18
2117,Koya,321,18
2118,Kamalpur,321,18
2119,Hajo,321,18
2120,Chhaygaon,321,18
2121,Goroimari,321,18
2122,Chamaria,321,18
2123,Nagarbera,321,18
2124,Boko,321,18
2125,Palasbari,321,18
2126,North Guwahati (Pt),0,18
2127,Azara,322,18
2128,Guwahati,322,18
2129,Dispur,322,18
2130,Sonapur,322,18
2131,Chandrapur,322,18
2142,Barama (Pt),0,18
2132,Tihu (Pt),0,18
2133,Pachim Nalbari,323,18
2134,Barkhetri,323,18
2135,Barbhag,323,18
2136,Nalbari,323,18
2137,Banekuchi,323,18
2138,Ghograpar (Pt),0,18
2139,Baganpara (Pt),0,18
2143,Baska,324,18
2144,Tamulpur,324,18
2146,Pathorighat (Pt),0,18
2145,Khoirabari (Pt),0,18
2147,Sipajhar,325,18
2148,Mangaldoi (Pt),0,18
2150,Kalaigaon (Pt),0,18
2149,Dalgaon (Pt),0,18
2151,Harisinga,326,18
2152,Udalguri,326,18
2153,Mazbat,326,18
2154,Darjeeling Pulbazar,327,19
2155,Rangli Rangliot,327,19
2156,Kalimpong -I,327,19
2157,Kalimpong - II,327,19
2158,Gorubathan,327,19
2159,Jorebunglow Sukiapokhri,327,19
2160,Mirik,327,19
2161,Kurseong,327,19
2162,Matigara ,327,19
2163,Naxalbari,327,19
2164,Phansidewa,327,19
2165,Kharibari,327,19
2166,Rajganj,328,19
2167,Mal,328,19
2168,Matiali,328,19
2169,Nagrakata,328,19
2170,Madarihat,328,19
2171,Kalchini,328,19
2172,Kumargram,328,19
2173,Alipurduar - I,328,19
2174,Alipurduar - II,328,19
2175,Falakata,328,19
2176,Dhupguri,328,19
2177,Maynaguri,328,19
2178,Jalpaiguri,328,19
2179,Haldibari,329,19
2180,Mekliganj,329,19
2181,Mathabhanga - I,329,19
2182,Mathabhanga - II,329,19
2183,Cooch Behar - I,329,19
2184,Cooch Behar - II,329,19
2185,Tufanganj - I,329,19
2186,Tufanganj - II,329,19
2187,Dinhata - I,329,19
2188,Dinhata - II,329,19
2189,Sitai,329,19
2190,Sitalkuchi,329,19
2191,Chopra,330,19
2192,Islampur,330,19
2193,Goalpokhar - I,330,19
2194,Goalpokhar - II,330,19
2195,Karandighi,330,19
2196,Raiganj,330,19
2197,Hemtabad,330,19
2198,Kaliaganj,330,19
2199,Itahar,330,19
2200,Kushmundi,331,19
2201,Gangarampur,331,19
2202,Kumarganj,331,19
2203,Hilli,331,19
2204,Balurghat,331,19
2205,Tapan,331,19
2206,Bansihari,331,19
2207,Harirampur,331,19
2208,Harischandrapur - I,332,19
2209,Harischandrapur - II,332,19
2210,Chanchal - I,332,19
2211,Chanchal - II,332,19
2212,Ratua - I,332,19
2213,Ratua - II,332,19
2214,Gazole,332,19
2215,Bamangola,332,19
2216,Habibpur,332,19
2217,Maldah (Old),332,19
2218,English Bazar,332,19
2219,Manikchak,332,19
2220,Kaliachak - I,332,19
2221,Kaliachak - II,332,19
2222,Kaliachak - III,332,19
2223,Farakka,333,19
2224,Samserganj,333,19
2225,Suti - I,333,19
2226,Suti - II,333,19
2227,Raghunathganj - I,333,19
2228,Raghunathganj - II,333,19
2229,Lalgola,333,19
2230,Sagardighi,333,19
2231,Bhagawangola - I,333,19
2232,Bhagawangola - II,333,19
2233,Raninagar - II,333,19
2234,Jalangi,333,19
2235,Domkal,333,19
2236,Raninagar - I,333,19
2237,Murshidabad Jiaganj,333,19
2238,Nabagram,333,19
2239,Khargram,333,19
2240,Kandi,333,19
2241,Berhampore,333,19
2242,Hariharpara,333,19
2243,Nawda,333,19
2244,Beldanga - I,333,19
2245,Beldanga - II,333,19
2246,Bharatpur - II,333,19
2247,Bharatpur - I,333,19
2248,Burwan,333,19
2249,Murarai - I,334,19
2250,Murarai - II,334,19
2251,Nalhati - I,334,19
2252,Nalhati - II,334,19
2253,Rampurhat - I,334,19
2254,Rampurhat - II,334,19
2255,Mayureswar - I,334,19
2256,Mayureswar - II,334,19
2257,Mohammad Bazar,334,19
2258,Rajnagar,334,19
2259,Suri - I,334,19
2260,Suri - II,334,19
2261,Sainthia,334,19
2262,Labpur,334,19
2263,Nanoor,334,19
2264,Bolpur Sriniketan,334,19
2265,Illambazar,334,19
2266,Dubrajpur,334,19
2267,Khoyrasol,334,19
2268,Salanpur,335,19
2269,Barabani,335,19
2270,Jamuria,335,19
2271,Raniganj,335,19
2272,Ondal,335,19
2273,Pandabeswar,335,19
2274,Faridpur Durgapur,335,19
2275,Kanksa,335,19
2276,Ausgram - II,335,19
2277,Ausgram - I,335,19
2278,Mangolkote,335,19
2279,Ketugram - I,335,19
2280,Ketugram - II,335,19
2281,Katwa - I,335,19
2282,Katwa - II,335,19
2283,Purbasthali - I,335,19
2284,Purbasthali - II,335,19
2285,Manteswar,335,19
2286,Bhatar,335,19
2287,Galsi - I,335,19
2288,Galsi - II,335,19
2289,Burdwan - I,335,19
2290,Burdwan - II,335,19
2291,Memari - I,335,19
2292,Memari - II,335,19
2293,Kalna - I,335,19
2294,Kalna - II,335,19
2295,Jamalpur,335,19
2296,Raina - I,335,19
2297,Khandaghosh,335,19
2298,Raina - II,335,19
2299,Karimpur - I,336,19
2300,Karimpur - II,336,19
2301,Tehatta - I,336,19
2302,Tehatta - II,336,19
2303,Kaliganj,336,19
2304,Nakashipara,336,19
2305,Chapra,336,19
2306,Krishnagar - II,336,19
2307, Nabadwip,336,19
2308,Krishnagar - I,336,19
2309,Krishnaganj,336,19
2310,Hanskhali,336,19
2311,Santipur,336,19
2312,Ranaghat - I,336,19
2313,Ranaghat - II,336,19
2314,Chakdah,336,19
2315,Haringhata,336,19
2316,Bagda,337,19
2317,Bongaon,337,19
2318,Gaighata,337,19
2319,Swarupnagar,337,19
2320,Habra - I,337,19
2321,Habra - II,337,19
2322,Amdanga,337,19
2323,Barrackpur - I,337,19
2324,Barrackpur - II,337,19
2325,Barasat - I,337,19
2326,Barasat - II,337,19
2327,Deganga,337,19
2328,Baduria,337,19
2329,Basirhat - I,337,19
2330,Basirhat - II,337,19
2331,Haroa,337,19
2332,Rajarhat,337,19
2333,Minakhan,337,19
2334,Sandeshkhali - I,337,19
2335,Sandeshkhali - II,337,19
2336,Hasnabad,337,19
2337,Hingalganj,337,19
2338,Goghat - I,338,19
2339,Goghat - II,338,19
2340,Arambag,338,19
2341,Pursura,338,19
2342,Tarakeswar,338,19
2343,Dhaniakhali,338,19
2344,Pandua,338,19
2345,Balagarh,338,19
2346,Chinsurah - Magra,338,19
2347,Polba - Dadpur,338,19
2348,Haripal,338,19
2349,Singur,338,19
2350,Serampur Uttarpara,338,19
2351,Chanditala - I,338,19
2352,Chanditala - II,338,19
2353,Jangipara,338,19
2354,Khanakul - I,338,19
2355,Khanakul - II,338,19
2356,Saltora,339,19
2357,Mejhia,339,19
2358,Gangajalghati,339,19
2359,Chhatna,339,19
2360,Indpur,339,19
2361,Bankura - I,339,19
2362,Bankura - II,339,19
2363,Barjora,339,19
2364,Sonamukhi,339,19
2365,Patrasayer,339,19
2366,Indus,339,19
2367,Kotulpur,339,19
2368,Jaypur,339,19
2369,Vishnupur,339,19
2370,Onda,339,19
2371,Taldangra,339,19
2372,Simlapal,339,19
2373,Khatra,339,19
2374,Hirbandh,339,19
2375,Ranibundh,339,19
2376,Raipur,339,19
2377,Sarenga,339,19
2378,Jaipur,340,19
2379,Purulia - II,340,19
2380,Para,340,19
2381,Raghunathpur - II,340,19
2382,Raghunathpur - I,340,19
2383,Neturia,340,19
2384,Santuri,340,19
2385,Kashipur,340,19
2386,Hura,340,19
2387,Purulia - I,340,19
2388,Puncha,340,19
2389,Arsha,340,19
2390,Jhalda - I,340,19
2391,Jhalda - II,340,19
2392,Bagmundi,340,19
2393,Balarampur,340,19
2394,Barabazar,340,19
2395,Manbazar - I,340,19
2396,Manbazar - II,340,19
2397,Bundwan,340,19
2398,Udaynarayanpur,341,19
2399,Amta - II,341,19
2400,Amta - I,341,19
2401,Jagatballavpur,341,19
2402,Domjur,341,19
2403,Bally Jagachha,341,19
2404,Sankrail,341,19
2405,Panchla,341,19
2406,Uluberia - II,341,19
2407,Uluberia - I,341,19
2408,Bagnan - I,341,19
2409,Bagnan - II,341,19
2410,Shyampur - I,341,19
2411,Shyampur - II,341,19
2412,Thakurpukur Mahestola,343,19
2413,Budge Budge - I,343,19
2414,Budge Budge - II,343,19
2415,Bishnupur - I,343,19
2416,Bishnupur - II,343,19
2417,Sonarpur,343,19
2418,Bhangar - I,343,19
2419,Bhangar - II,343,19
2420,Canning - I,343,19
2421,Canning - II,343,19
2422,Baruipur,343,19
2423,Magrahat - II,343,19
2424,Magrahat - I,343,19
2425,Falta,343,19
2426,Diamond Harbour - I,343,19
2427,Diamond Harbour - II,343,19
2428,Kulpi,343,19
2429,Mandirbazar,343,19
2430,Mathurapur - I,343,19
2431,Jaynagar - I,343,19
2432,Jaynagar - II,343,19
2433,Kultali,343,19
2434,Basanti,343,19
2435,Gosaba,343,19
2436,Mathurapur - II,343,19
2437,Kakdwip,343,19
2438,Sagar,343,19
2439,Namkhana,343,19
2440,Patharpratima,343,19
2441,Binpur - II,344,19
2442,Binpur - I,344,19
2443,Garbeta - II,344,19
2444,Garbeta - I,344,19
2445,Garbeta - III,344,19
2446,Chandrakona - I,344,19
2447,Chandrakona - II,344,19
2448,Ghatal,344,19
2449,Daspur - I,344,19
2450,Daspur - II,344,19
2451,Keshpur,344,19
2452,Salbani,344,19
2453,Midnapore,344,19
2454,Jhargram,344,19
2455,Jamboni,344,19
2456,Gopiballavpur - II,344,19
2457,Gopiballavpur - I,344,19
2458,Nayagram,344,19
2459,Sankrail,344,19
2460,Kharagpur - I,344,19
2461,Kharagpur - II,344,19
2462,Debra,344,19
2463,Pingla,344,19
2464,Sabang,344,19
2465,Narayangarh,344,19
2466,Keshiary,344,19
2467,Dantan - I,344,19
2468,Dantan - II,344,19
2469,Mohanpur,344,19
2470,Panskura ,345,19
2471,Kolaghat,345,19
2472,Tamluk,345,19
2473,Sahid Matangini,345,19
2474,Nanda Kumar,345,19
2475,Mahisadal,345,19
2476,Moyna,345,19
2477,Potashpur - I,345,19
2478,Potashpur - II,345,19
2479,Bhagawanpur - II,345,19
2480,Bhagawanpur - I,345,19
2481,Chandipur,345,19
2482,Sutahata,345,19
2483,Haldia,345,19
2484,Nandigram - I,345,19
2485,Nandigram - II,345,19
2486,Khejuri - I,345,19
2487,Khejuri - II,345,19
2488,Contai - I,345,19
2489,Deshopran,345,19
2490,Contai - III,345,19
2491,Egra - I,345,19
2492,Egra - II,345,19
2493,Ramnagar - I,345,19
2494,Ramnagar - II,345,19
2495,Kharaundhi,346,20
2496,Bhawnathpur,346,20
2497,Ketar*,346,20
2498,Kandi,346,20
2499,Majhiaon,346,20
2500,Bardiha,346,20
2501,Ramna,346,20
2502,Bishunpura,346,20
2503,Nagaruntari,346,20
2504,Dhurki,346,20
2505,Sagma,346,20
2506,Dandai,346,20
2507,Chinia,346,20
2508,Meral (Pipra Kalan),346,20
2509,Garhwa,346,20
2510,Danda,346,20
2511,Ranka,346,20
2512,Ramkanda,346,20
2513,Bhandaria,346,20
2514,Shaligram Ram Narayanpur(Hunterganj),347,20
2515,Pratappur,347,20
2516,Kunda,347,20
2517,Lawalaung,347,20
2518,Chatra,347,20
2519,Kanha Chatti,347,20
2520,Itkhori,347,20
2521,Mayur Hand,347,20
2522,Gidhaur,347,20
2523,Pathalgora,347,20
2524,Simaria,347,20
2525,Tandwa,347,20
2526,Satgawan,348,20
2527,Kodarma,348,20
2528,Domchanch,348,20
2529,Jainagar,348,20
2530,Chandwara,348,20
2531,Markacho,348,20
2532,Gawan,349,20
2533,Tisri,349,20
2534,Deori,349,20
2535,Dhanwar,349,20
2536,Jamua,349,20
2537,Bengabad,349,20
2538,Gande,349,20
2539,Giridih,349,20
2540,Birni,349,20
2541,Bagodar,349,20
2542,Sariya,349,20
2543,Dumri,349,20
2544,Pirtanr,349,20
2545,Deoghar,350,20
2546,Mohanpur,350,20
2547,Sarwan,350,20
2548,Sona Rai Tharhi,350,20
